,WWW,WWB,WWH,WBW,WBB,WBH,WHW,WHB,WHH,BWW,BWB,BWH,BBW,BBB,BBH,BHW,BHB,BHH,HWW,HWB,HWH,HBW,HBB,HBH,HHW,HHB,HHH
C10001,0.11816891412349184,0.039389638041163945,13.392476933995741,0.6696238466997871,0.039389638041163945,0.15755855216465578,12.36834634492548,5.435770049680625,0,5.404411764705882,0.7205882352941176,0.3602941176470588,1.0808823529411766,0,0.3602941176470588,0.3602941176470588,9.367647058823529,0,34.76439790575916,0.6980802792321117,0,0.13961605584642234,2.7923211169284468,0,0,0,0
C10002,0.20865862313697658,0.0695528743789922,23.647977288857348,1.1823988644428673,0.0695528743789922,0.2782114975159688,21.839602555003548,9.598296664300923,0,1.213235294117647,0.16176470588235295,0.08088235294117647,0.24264705882352944,0,0.08088235294117647,0.08088235294117647,2.102941176470588,0,49.10471204188482,0.9860383944153578,0,0.19720767888307156,3.944153577661431,0,0,0,0
C10003,0.19375443577004967,0.0645848119233499,21.958836053938963,1.0979418026969483,0.0645848119233499,0.2583392476933996,20.279630943931867,8.912704045422284,0,1.3235294117647058,0.1764705882352941,0.08823529411764705,0.2647058823529412,0,0.08823529411764705,0.08823529411764705,2.2941176470588234,0,47.80104712041885,0.9598603839441535,0,0.19197207678883071,3.839441535776614,0,0,0,0
C10004,0.08410220014194464,0.028034066713981547,9.531582682753726,0.4765791341376863,0.028034066713981547,0.11213626685592619,8.802696948190206,3.8687012065294533,0,2.426470588235294,0.3235294117647059,0.16176470588235295,0.4852941176470589,0,0.16176470588235295,0.16176470588235295,4.205882352941176,0,39.10994764397906,0.7853403141361257,0,0.15706806282722513,3.141361256544503,0,0,0,0
C10005,0.16181689141234917,0.0539389638041164,18.339247693399575,0.9169623846699787,0.0539389638041164,0.2157558552164656,16.93683463449255,7.443577004968063,0,1.3235294117647058,0.1764705882352941,0.08823529411764705,0.2647058823529412,0,0.08823529411764705,0.08823529411764705,2.2941176470588234,0,38.675392670157066,0.7766143106457243,0,0.15532286212914487,3.106457242582897,0,0,0,0
C10006,0.13307310149041873,0.04435770049680625,15.081618168914124,0.7540809084457062,0.04435770049680625,0.177430801987225,13.92831795599716,6.121362668559262,0,0.5514705882352942,0.07352941176470588,0.03676470588235294,0.11029411764705883,0,0.03676470588235294,0.03676470588235294,0.9558823529411764,0,47.36649214659686,0.9511343804537522,0,0.19022687609075045,3.804537521815009,0,0,0,0
C10007,0.08942512420156139,0.0298083747338538,10.134847409510291,0.5067423704755146,0.0298083747338538,0.1192334989354152,9.359829666430093,4.113555713271824,0,1.1029411764705883,0.14705882352941177,0.07352941176470588,0.22058823529411767,0,0.07352941176470588,0.07352941176470588,1.9117647058823528,0,44.75916230366492,0.8987783595113438,0,0.17975567190226877,3.595113438045375,0,0,0,0
C10008,0.056422995031937546,0.01880766501064585,6.394606103619589,0.31973030518097945,0.01880766501064585,0.0752306600425834,5.905606813342796,2.595457771469127,0,3.1985294117647056,0.4264705882352941,0.21323529411764705,0.6397058823529412,0,0.21323529411764705,0.21323529411764705,5.544117647058823,0,20.42408376963351,0.4101221640488656,0,0.08202443280977313,1.6404886561954624,0,0,0,0
C10009,0.20652945351312987,0.0688431511710433,23.40667139815472,1.170333569907736,0.0688431511710433,0.2753726046841732,21.616749467707592,9.500354861603974,0,1.213235294117647,0.16176470588235295,0.08088235294117647,0.24264705882352944,0,0.08088235294117647,0.08088235294117647,2.102941176470588,0,56.92670157068063,1.1431064572425829,0,0.2286212914485166,4.5724258289703315,0,0,0,0
C10010,0.16075230660042583,0.053584102200141946,18.21859474804826,0.9109297374024131,0.053584102200141946,0.21433640880056778,16.82540809084457,7.394606103619588,0,0.4411764705882353,0.058823529411764705,0.029411764705882353,0.08823529411764706,0,0.029411764705882353,0.029411764705882353,0.7647058823529411,0,79.0890052356021,1.588132635253054,0,0.31762652705061084,6.352530541012216,0,0,0,0
C10011,0.13413768630234207,0.0447125621007807,15.202271114265436,0.7601135557132719,0.0447125621007807,0.1788502484031228,14.039744499645138,6.1703335699077355,0,0.6617647058823529,0.08823529411764705,0.044117647058823525,0.1323529411764706,0,0.044117647058823525,0.044117647058823525,1.1470588235294117,0,90.38743455497382,1.8150087260034904,0,0.3630017452006981,7.260034904013962,0,0,0,0
C10012,0.10752306600425834,0.03584102200141945,12.185947480482612,0.6092973740241306,0.03584102200141945,0.1433640880056778,11.254080908445706,4.946061036195884,0,0.4411764705882353,0.058823529411764705,0.029411764705882353,0.08823529411764706,0,0.029411764705882353,0.029411764705882353,0.7647058823529411,0,39.10994764397906,0.7853403141361257,0,0.15706806282722513,3.141361256544503,0,0,0,0
C10013,0.13307310149041873,0.04435770049680625,15.081618168914124,0.7540809084457062,0.04435770049680625,0.177430801987225,13.92831795599716,6.121362668559262,0,1.9852941176470589,0.2647058823529412,0.1323529411764706,0.3970588235294118,0,0.1323529411764706,0.1323529411764706,3.441176470588235,0,66.4869109947644,1.3350785340314135,0,0.2670157068062827,5.340314136125654,0,0,0,0
C10014,0.17565649396735272,0.05855216465578424,19.907735982966642,0.9953867991483322,0.05855216465578424,0.23420865862313697,18.385379701916253,8.080198722498226,0,0.4411764705882353,0.058823529411764705,0.029411764705882353,0.08823529411764706,0,0.029411764705882353,0.029411764705882353,0.7647058823529411,0,110.37696335078535,2.216404886561955,0,0.4432809773123909,8.86561954624782,0,0,0,0
C10015,0.22143364088005676,0.07381121362668559,25.095812633073102,1.2547906316536552,0.07381121362668559,0.29524485450674237,23.176721078779277,10.18594748048261,0,17.316176470588236,2.3088235294117645,1.1544117647058822,3.463235294117647,0,1.1544117647058822,1.1544117647058822,30.01470588235294,0,48.67015706806283,0.9773123909249564,0,0.19546247818499127,3.9092495636998255,0,0,0,0
C10016,0.127750177430802,0.042583392476934,14.478353442157559,0.7239176721078779,0.042583392476934,0.170333569907736,13.371185237757274,5.876508161816892,0,0.5514705882352942,0.07352941176470588,0.03676470588235294,0.11029411764705883,0,0.03676470588235294,0.03676470588235294,0.9558823529411764,0,34.76439790575916,0.6980802792321117,0,0.13961605584642234,2.7923211169284468,0,0,0,0
C10017,0.27253371185237757,0.0908445706174592,30.887154009936125,1.5443577004968063,0.0908445706174592,0.3633782824698368,28.525195173882185,12.536550745209368,0,1.6544117647058822,0.22058823529411764,0.11029411764705882,0.3308823529411765,0,0.11029411764705882,0.11029411764705882,2.867647058823529,0,68.65968586387434,1.3787085514834205,0,0.27574171029668415,5.514834205933682,0,0,0,0
C10018,0.052164655784244146,0.01738821859474805,5.911994322214337,0.29559971611071684,0.01738821859474805,0.0695528743789922,5.459900638750887,2.3995741660752308,0,1.9852941176470589,0.2647058823529412,0.1323529411764706,0.3970588235294118,0,0.1323529411764706,0.1323529411764706,3.441176470588235,0,33.026178010471206,0.6631762652705061,0,0.13263525305410123,2.6527050610820244,0,0,0,0
C10019,0.16820440028388928,0.056068133427963095,19.06316536550745,0.9531582682753726,0.056068133427963095,0.22427253371185238,17.605393896380413,7.7374024130589065,0,1.6544117647058822,0.22058823529411764,0.11029411764705882,0.3308823529411765,0,0.11029411764705882,0.11029411764705882,2.867647058823529,0,71.70157068062828,1.4397905759162304,0,0.2879581151832461,5.7591623036649215,0,0,0,0
C10020,0.20014194464158977,0.0667139815471966,22.68275372604684,1.1341376863023422,0.0667139815471966,0.2668559261887864,20.94819020581973,9.206529453513129,0,1.7647058823529411,0.23529411764705882,0.11764705882352941,0.35294117647058826,0,0.11764705882352941,0.11764705882352941,3.0588235294117645,0,58.2303664921466,1.169284467713787,0,0.23385689354275743,4.677137870855148,0,0,0,0
C10021,0.13520227111426544,0.045067423704755145,15.32292405961675,0.7661462029808375,0.045067423704755145,0.18026969481902058,14.151171043293115,6.21930447125621,0,1.213235294117647,0.16176470588235295,0.08088235294117647,0.24264705882352944,0,0.08088235294117647,0.08088235294117647,2.102941176470588,0,77.78534031413612,1.5619546247818499,0,0.31239092495637,6.2478184991273995,0,0,0,0
C10022,0.052164655784244146,0.01738821859474805,5.911994322214337,0.29559971611071684,0.01738821859474805,0.0695528743789922,5.459900638750887,2.3995741660752308,0,0.33088235294117646,0.044117647058823525,0.022058823529411763,0.0661764705882353,0,0.022058823529411763,0.022058823529411763,0.5735294117647058,0,44.324607329842934,0.8900523560209423,0,0.17801047120418848,3.5602094240837694,0,0,0,0
C10023,0.11391057487579843,0.037970191625266145,12.90986515259049,0.6454932576295245,0.037970191625266145,0.15188076650106458,11.922640170333569,5.239886444286728,0,0.4411764705882353,0.058823529411764705,0.029411764705882353,0.08823529411764706,0,0.029411764705882353,0.029411764705882353,0.7647058823529411,0,71.70157068062828,1.4397905759162304,0,0.2879581151832461,5.7591623036649215,0,0,0,0
C10024,0.22036905606813342,0.07345635202271114,24.97515968772179,1.2487579843860894,0.07345635202271114,0.29382540809084456,23.065294535131297,10.136976579134137,0,1.875,0.25,0.125,0.375,0,0.125,0.125,3.25,0,54.319371727748695,1.0907504363001745,0,0.2181500872600349,4.363001745200698,0,0,0,0
C10025,0.029808374733853796,0.0099361249112846,3.3782824698367637,0.16891412349183818,0.0099361249112846,0.0397444996451384,3.119943222143364,1.3711852377572746,0,1.213235294117647,0.16176470588235295,0.08088235294117647,0.24264705882352944,0,0.08088235294117647,0.08088235294117647,2.102941176470588,0,17.38219895287958,0.34904013961605584,0,0.06980802792321117,1.3961605584642234,0,0,0,0
C10026,0.07239176721078779,0.0241305890702626,8.204400283889283,0.4102200141944642,0.0241305890702626,0.0965223562810504,7.577004968062456,3.330021291696238,0,1.1029411764705883,0.14705882352941177,0.07352941176470588,0.22058823529411767,0,0.07352941176470588,0.07352941176470588,1.9117647058823528,0,42.58638743455497,0.8551483420593369,0,0.17102966841186737,3.4205933682373475,0,0,0,0
C10027,0.07771469127040453,0.025904897090134847,8.807665010645849,0.44038325053229244,0.025904897090134847,0.10361958836053939,8.134137686302342,3.574875798438609,0,5.1838235294117645,0.6911764705882353,0.34558823529411764,1.036764705882353,0,0.34558823529411764,0.34558823529411764,8.985294117647058,0,48.67015706806283,0.9773123909249564,0,0.19546247818499127,3.9092495636998255,0,0,0,0
C10028,0.14797728885734562,0.049325762952448546,16.770759403832507,0.8385379701916253,0.049325762952448546,0.19730305180979418,15.488289567068843,6.806955287437899,0,0.7720588235294117,0.10294117647058823,0.051470588235294115,0.15441176470588236,0,0.051470588235294115,0.051470588235294115,1.338235294117647,0,92.56020942408377,1.8586387434554974,0,0.3717277486910995,7.43455497382199,0,0,0,0
C10029,0.11284599006387509,0.0376153300212917,12.789212207239178,0.6394606103619589,0.0376153300212917,0.1504613200851668,11.811213626685593,5.190915542938254,0,1.3235294117647058,0.1764705882352941,0.08823529411764705,0.2647058823529412,0,0.08823529411764705,0.08823529411764705,2.2941176470588234,0,55.18848167539267,1.1082024432809774,0,0.22164048865619546,4.43280977312391,0,0,0,0
C10030,0.09261887863733144,0.030872959545777148,10.49680624556423,0.5248403122782115,0.030872959545777148,0.12349183818310859,9.694109297374023,4.260468417317246,0,0.6617647058823529,0.08823529411764705,0.044117647058823525,0.1323529411764706,0,0.044117647058823525,0.044117647058823525,1.1470588235294117,0,66.4869109947644,1.3350785340314135,0,0.2670157068062827,5.340314136125654,0,0,0,0
C10031,0.07984386089425125,0.026614620298083747,9.048970901348474,0.4524485450674237,0.026614620298083747,0.10645848119233499,8.356990773598296,3.672817601135557,0,0.6617647058823529,0.08823529411764705,0.044117647058823525,0.1323529411764706,0,0.044117647058823525,0.044117647058823525,1.1470588235294117,0,57.79581151832461,1.1605584642233857,0,0.23211169284467714,4.642233856893543,0,0,0,0
C10032,0.14371894960965223,0.047906316536550746,16.288147622427253,0.8144073811213627,0.047906316536550746,0.19162526614620298,15.042583392476933,6.6110716820440025,0,0.4411764705882353,0.058823529411764705,0.029411764705882353,0.08823529411764706,0,0.029411764705882353,0.029411764705882353,0.7647058823529411,0,62.141361256544506,1.2478184991273997,0,0.24956369982547993,4.991273996509599,0,0,0,0
C10033,0.08836053938963805,0.029453513129879347,10.014194464158978,0.5007097232079489,0.029453513129879347,0.11781405251951739,9.248403122782115,4.06458481192335,0,0.8823529411764706,0.11764705882352941,0.058823529411764705,0.17647058823529413,0,0.058823529411764705,0.058823529411764705,1.5294117647058822,0,49.973821989528794,1.0034904013961605,0,0.2006980802792321,4.013961605584642,0,0,0,0
