,AAA,AAB,AAU,AAW,ABA,ABB,ABU,ABW,AOO,AUB,AUU,AUW,AWA,AWB,AWO,AWU,AWW,BAA,BAB,BAU,BAW,BBA,BBB,BBO,BBU,BBW,BOA,BOB,BOW,BUA,BUB,BUU,BUW,BWA,BWB,BWO,BWU,BWW,OBU,OOU,OUU,OWW,UAB,UAW,UBB,UBU,UBW,UUU,UWA,UWB,UWU,UWW,WAA,WAB,WAU,WAW,WBA,WBB,WBU,WBW,WUA,WUB,WUU,WUW,WWA,WWB,WWO,WWU,WWW
C01011,1.93336635553484,4.134465280457846,1.8338967935439732,10.871583884237996,3.649238189851217,5.82935861205261,4.116837002658277,14.64830777477541,0.0,0.10272700543013573,4.268485740815284,0.0,5.81268890612772,10.852391974320353,0.0,5.2008711689859455,17.754613838227286,4.308433984806957,6.267697904335056,4.08228807461472,21.308998034942615,8.310459555785963,4.591535527641102,0.0,16.330496059674314,37.41331990101725,0.0,0.1281280795438021,0.0,0.0,0.0,53.94948257705736,0.21060084571377766,18.31936841976601,32.771421310935125,0.0,39.99859489213398,135.82333246377297,0.0,0.0,0.14245101977514116,0.0,0.0,0.0,0.0,0.09767506846357903,0.19951181312927344,55.51821923384166,0.0,0.0891377809835243,0.3972763004092611,0.9931155167653463,9.633137501451966,11.752605816473425,3.7678329962734685,18.78493295394781,16.056601205309516,23.188190348844717,29.35065657011311,112.94773932089434,0.0,0.10197413941731427,91.7927112859185,1.757474418621238,24.59975163076236,93.58869184261101,0.0,59.619339789711006,184.79815219303958
C01012,2.176341173660447,4.6536889003199216,2.065263780213153,12.238174936486569,4.109296448744148,6.563511003237257,4.636025059411451,16.487674002482983,0.0,0.11504700713309399,4.802921570853408,0.0,6.542963967181112,12.211692481761494,0.0,5.850410201671453,19.968854937638078,4.851402749401329,7.047398531040349,4.591379143395995,23.957856255637697,9.343563989931154,5.171012067557581,0.0,18.34762072583343,41.99880163413198,0.0,0.14417503779500457,0.0,0.0,0.0,60.51898094877777,0.2359871613106189,20.57252517774997,36.77568355279707,0.0,44.89468531809716,152.27525174087083,0.0,0.0,0.16092825119250703,0.0,0.0,0.0,0.0,0.10927828650634312,0.2233084398435745,62.434937467302575,0.0,0.09954107263342321,0.44464970675094917,1.1115543873703446,10.845946778135197,13.211362387259927,4.234091609964118,21.09947281460611,18.047633590797876,26.015754501182506,32.91081439480374,126.56973693680978,0.0,0.11418696703666736,102.8104502512109,1.9663677186973616,27.65308700943623,104.88334878922682,0.0,66.79987524658584,207.10550947818362
C01013,1.2329741358911863,2.637571821134099,1.1674301355219006,6.932449513022448,2.323838731173111,3.7139198790212213,2.621181597028783,9.345394988913776,0.0,0.06690629410507237,2.7268925108036655,0.0,3.7074983736732663,6.931731735867446,0.0,3.3264044399577077,11.363018775839203,2.744073684901907,4.015993619999223,2.6127400068315616,13.65829630923469,5.326571694799317,2.9224229730915185,0.0,10.497653001231939,24.134697397604437,0.0,0.08184268277162107,0.0,0.0,0.0,34.90274219680375,0.1368599497795368,11.79889561946943,21.169324705923945,0.0,25.817174419798494,88.07777704783383,0.0,0.0,0.08948849677455734,0.0,0.0,0.0,0.0,0.06387788176982205,0.1302511657757665,35.5487676565844,0.0,0.05873330658709028,0.25938859889302623,0.6483885422809428,6.138258621929052,7.538131283868643,2.4200264648091236,12.089015871473153,10.303309937193477,14.992423490584473,19.0213246497284,73.38305364452275,0.0,0.06645582324936733,59.76331893269419,1.1490858229098277,15.77838226636183,60.78773966813168,0.0,38.758357733947896,120.01789067450296
C01014,1.6912367024595445,3.6191291826438308,1.598353896269671,9.50801525589509,3.1827362993706374,5.089110118051302,3.5893775658770783,12.823997911375578,0.0,0.09374164679163367,3.7470862594156578,0.0,5.0862459340874455,9.523300330137294,0.0,4.57633635491287,15.643236213776644,3.7589395390051856,5.535270631404794,3.5969909881980175,18.831884978812127,7.3440237133932955,4.000477788198335,0.0,14.516736572341202,33.493141349473916,0.0,0.11244634929316877,0.0,0.0,0.0,48.577375559643336,0.19133149954573314,16.34803164729668,29.418455475521135,0.0,35.848619058712494,122.87351765050579,0.0,0.0,0.12083210450337557,0.0,0.0,0.0,0.0,0.08986073128991295,0.18292031891341876,48.96304508801302,0.0,0.08322761399710296,0.36431380448296286,0.9106213352136653,8.412444786259181,10.400696011942742,3.343701198596851,16.736398743287072,14.222384198248179,20.853495247485096,26.519463573239918,102.56724422489376,0.0,0.09316562797329203,83.70404893986958,1.6161093461066893,21.770251368828944,84.93844215566394,0.0,54.2045729277263,167.68351599113387
C01015,1.6422200708817045,3.512901567736633,1.5552247943753936,9.233557825394817,3.0956527932317663,4.947163446344296,3.491813104051019,12.446768610157322,0.0,0.08891280208356897,3.631314314572951,0.0,4.938003858084544,9.230941258096188,0.0,4.429108978370199,15.128798750344432,3.655393770526884,5.3462537082998125,3.4786107309650163,18.181808397097363,7.090706070224582,3.893256596060432,0.0,13.970027999308046,32.10580505549715,0.0,0.10898883635521942,0.0,0.0,0.0,46.41590596525631,0.1819183014379392,15.698438618517882,28.156904055710967,0.0,34.34186054648832,117.10213292177258,0.0,0.0,0.11938694967547539,0.0,0.0,0.0,0.0,0.08485133497508889,0.1730492045999542,47.327438366448725,0.0,0.077955954437879,0.34461492291210144,0.8614318589592558,8.17639379008174,10.033959978777139,3.220804336663615,16.08583298475373,13.714014105917814,19.939197970080247,25.29111093727019,97.5452728163953,0.0,0.08830853756367096,79.42341952897618,1.5264113035965095,21.002495568730932,80.80529380967691,0.0,51.51671411265095,159.54181178340409
C01016,1.290868473738022,2.7609405050122517,1.2233920472826703,7.258360923226781,2.434804154708323,3.890295913175254,2.7465763022250957,9.782217520659504,0.0,0.06929101177671382,2.8523638595020895,0.0,3.881287030913592,7.251352730433818,0.0,3.477366216484723,11.874689532513987,2.8748564287394585,4.194318914389706,2.7303575865145118,14.26225176634939,5.562178410731863,3.06277170864587,0.0,10.94542483217526,25.11863940840409,0.0,0.08561446683482353,0.0,0.0,0.0,36.271543702461614,0.14190006318112913,12.289917274639178,22.01678323411664,0.0,26.861784926820675,91.42140315073105,0.0,0.0,0.0944275657480032,0.0,0.0,0.0,0.0,0.06601538569384402,0.13472949465196118,37.14036440335358,0.0,0.06046636287576758,0.2682926370671981,0.6706637357792982,6.429263329872932,7.868684249061643,2.5243457144429997,12.597345358753861,10.752638546169932,15.58533097859889,19.74971056091689,76.09434453839971,0.0,0.06880328364165983,61.90484692285279,1.187681724797454,16.47023305751802,63.04304385387931,0.0,40.17800351449974,124.47723134364733
C01017,1.6717817200504097,3.5721522571849764,1.5927564907365919,9.403085788671246,3.1667785868677902,5.052778356864573,3.573963389879586,12.654246043768428,0.0,0.08421086089244682,3.675281511417631,0.0,5.024419537553942,9.348322380608959,0.0,4.465290161859224,15.218936469401823,3.737304733409187,5.3571747739405025,3.499063739007173,18.197916914933995,7.0975825359516,3.9893717682109684,0.0,13.845573233355939,31.44049055149803,0.0,0.11035835038720064,0.0,0.0,0.0,45.00266446123253,0.1736505282325193,15.456459278347019,27.443451879778497,0.0,33.56414430283608,112.61452445890077,0.0,0.0,0.12767416275186602,0.0,0.0,0.0,0.0,0.0792018253958727,0.16252779338355794,47.533231876433575,0.0,0.07082598375955747,0.32354269635362554,0.8089075511785737,8.346747940601652,10.019727604020076,3.2012312473669513,15.881514082180985,13.673901357299272,19.373307300140553,24.374409866262575,93.1857229397668,0.0,0.08346160902200922,75.31848490209516,1.4259898366187485,20.972341595981824,77.27210681529371,0.0,49.111146070311236,152.62030053808007
C01018,1.8301338465376364,3.910831449157707,1.742850696135057,10.293482951680394,3.4654899070925778,5.530038676147383,3.9109280639705424,13.854206586030147,0.0,0.09269798433883931,4.025140123400776,0.0,5.500535846126677,10.237753415683263,0.0,4.891773197235982,16.67524433012841,4.089999154945154,5.871521789369783,3.8339133013571236,19.946845937193654,7.779653835750897,4.3651382139348645,0.0,15.187491518195536,34.51927953201632,0.0,0.12085955253500814,0.0,0.0,0.0,49.44753734670772,0.1910339726394736,16.963004168150142,30.14177993548506,0.0,36.856454857601264,123.81580641064296,0.0,0.0,0.1392702252237622,0.0,0.0,0.0,0.0,0.08728533823038297,0.17902733952382624,52.087957605915676,0.0,0.07822602177996674,0.3563987055239091,0.8910395731041734,9.135479433763166,10.984588934352823,3.5107368445712965,17.425834167739062,14.992352057941552,21.2832862812589,26.7943240456938,102.5078000062137,0.0,0.09188862841935747,82.90110858276546,1.5714226789232881,22.991927668774586,84.99547136671414,0.0,54.03301366451277,167.8700416096239
C01019,2.2391081804284165,4.788861257067009,2.1225369322594516,12.590335323992251,4.2241121726666595,6.7488291641472955,4.765096911086505,16.967169993109234,0.0,0.11987872291528336,4.946580535572741,0.0,6.732261101368921,12.57560212005593,0.0,6.029598551559646,20.58852774781267,4.987450926455873,7.27114075648997,4.733924404007164,24.72355354797392,9.642042376061228,5.313894858195639,0.0,18.9670659500848,43.50866992190244,0.0,0.14847541238739403,0.0,0.0,0.0,62.80448345778756,0.24556538485798957,21.291836975730725,38.12940274380429,0.0,46.52473600069305,158.25104891203054,0.0,0.0,0.16409529988283622,0.0,0.0,0.0,0.0,0.11415365119875336,0.23302392284514561,64.39078756119794,0.0,0.10446136752969103,0.46402458672102953,1.1599515867235022,11.153185500258827,13.63918506006314,4.374831125629095,21.826611887873586,18.63706336764004,26.988181979997492,34.18949364535825,131.68886315929052,0.0,0.11902608851179661,107.10484435413339,2.0537968869445518,28.54866299061417,109.1061818113027,0.0,69.5269067126893,215.43068880529867
C01020,1.5200640129644551,3.24625860722184,1.4523102872598483,8.551160938323648,2.8860080029137114,4.601348051095359,3.2579137168839116,11.498719632484221,0.0,0.07385895456344242,3.3325414822002712,0.0,4.5673794900674975,8.478968384667475,0.0,4.041333552871173,13.75945506482916,3.405062629603346,4.834319889533278,3.163388269018981,16.41263209617262,6.401542594683288,3.6385199645829855,0.0,12.427436369181851,28.052693379569476,0.0,0.10008841101672994,0.0,0.0,0.0,39.951770636349515,0.1529289595812019,13.828227867071325,24.42825971886276,0.0,29.91799155579991,99.55891276698169,0.0,0.0,0.11872640447133309,0.0,0.0,0.0,0.0,0.06892854730394168,0.14191537735892656,42.941694758757535,0.0,0.06072970611106648,0.28245400155608247,0.7062491987834332,7.599224682381894,9.026643437010582,2.8773716295166447,14.227901171528025,12.309586235170928,17.217536032228324,21.572536404858273,82.09972431945395,0.0,0.07312004149511243,66.10368852202016,1.2415913775751413,18.893552833338447,68.1151299101259,0.0,43.221296052929624,134.559236655985
C01021,1.9248637882720292,4.117617177578856,1.822638431670557,10.822662912943064,3.628032421087123,5.798176654864038,4.092271148945945,14.589438420290874,0.0,0.10438567495081275,4.256879843821395,0.0,5.787954101298077,10.821001524536834,0.0,5.192581013700124,17.73754274100116,4.284091700222899,6.268703044148386,4.07845452960611,21.319487875437524,8.314350656294726,4.562625591524187,0.0,16.38456152852551,37.66509880535484,0.0,0.12776296737635714,0.0,0.0,0.0,54.46524828495305,0.21353978251503114,18.41446005203916,33.035930477555844,0.0,40.29012165939163,137.4345996828659,0.0,0.0,0.1397691353678651,0.0,0.0,0.0,0.0,0.09964877636214137,0.20320070921018568,55.49043042599619,0.0,0.09160321727475697,0.4046626810396111,1.0115288388217798,9.583013919113213,11.766168954543456,3.777231490803288,18.867701295199673,16.082085234922054,23.395897356447616,29.680995020310554,114.498841910968,0.0,0.10368102796036265,93.24235374175703,1.792573461963147,24.628263444850635,94.84731020634045,0.0,60.47320782065009,187.26487335897102
C01022,1.194938388698666,2.5558969264781175,1.1321558015131263,6.718848920250692,2.2533453825355743,3.6006341760418663,2.541817477007408,9.055815502909365,0.0,0.06435360026076045,2.641111754874474,0.0,3.5929347723471374,6.7141132787819835,0.0,3.2204121016628675,10.998355346653156,2.66067159922225,3.8854893225405887,2.5288704928001935,13.212824277524783,5.152889007664846,2.8342884518448574,0.0,10.144662242751634,23.29376507441374,0.0,0.07927199923919935,0.0,0.0,0.0,33.651656814797526,0.13174293996231554,11.394237193223034,20.42164987565688,0.0,24.912502451950438,84.84924040981765,0.0,0.0,0.08720385884983473,0.0,0.0,0.0,0.0,0.06135080205154619,0.12517565351166085,34.402026773848974,0.0,0.05625975532511319,0.24927172230177136,0.6231111739255779,5.950697574169741,7.290479435803437,2.3393580197274235,11.677787168647312,9.963211978742292,14.458211809273408,18.32815259138714,70.64506018893151,0.0,0.06390662649731824,57.49051716526905,1.1037202089252052,15.259983503182529,58.52574228929977,0.0,37.304262595473084,115.55606655446498
C01023,2.3442406580539092,5.0095183911656775,2.2322306240943686,13.184974964502057,4.438652183544437,7.0831324603621475,5.009134412300463,17.74638293618256,0.0,0.11887543391016797,5.156317592329992,0.0,7.045757078190281,13.114726652895829,0.0,6.266881458469181,21.363496677080807,5.238578190045189,7.5227643444430194,4.911825740360412,25.556944161500667,9.967686954234642,5.590790735911608,0.0,19.462041487560736,44.243280238498755,0.0,0.15482338837129053,0.0,0.0,0.0,63.38699796027157,0.24494948313439072,21.73955907284366,38.635587391930585,0.0,47.240325938475564,158.74102269124288,0.0,0.0,0.1782590456384101,0.0,0.0,0.0,0.0,0.11196138227620604,0.2296157121499846,66.73419004619907,0.0,0.10038677642450748,0.4571103265986737,1.1428272019441805,11.701241126086062,14.074543181441776,4.498636869789277,22.331734335985946,19.210144918343417,27.282190556366437,34.35109834627023,131.436867328143,0.0,0.11784164511020916,106.30975009873674,2.015643927167497,29.45954276588226,108.98051718358359,0.0,69.28423613467567,215.2403745990923
C01024,1.7256842596203579,3.6892311243246185,1.6395561817149154,9.704682312388309,3.2615274834827903,5.207782651801063,3.679981393784281,13.070169517889214,0.0,0.08993639177831084,3.804003784507984,0.0,5.187601182267499,9.673038506619346,0.0,4.630062871178329,15.796659677966607,3.85011008480324,5.570655315769553,3.6320228259140572,18.93330020714013,7.384109249631825,4.1055649820045765,0.0,14.471551983211242,33.048049099058844,0.0,0.1141995442746817,0.0,0.0,0.0,47.52778824483994,0.1847627099653865,16.205373594266298,28.911175236592058,0.0,35.31308926119841,119.395862978593,0.0,0.0,0.12885884515369164,0.0,0.0,0.0,0.0,0.08518353476861183,0.1742815365236144,49.37445697092565,0.0,0.07718548565028775,0.3470026927340666,0.8674836371724042,8.604801138271636,10.435860903743075,3.3414891608444184,16.62947571405955,14.251857957843566,20.439689005356662,25.81562025354736,99.1113073161635,0.0,0.08922703940522203,80.39055287023056,1.533057795761229,21.84352932279684,82.1459522539685,0.0,52.28657774439036,162.21897853170265
C01025,1.7817940203796672,3.8060981171287644,1.7002512369858425,10.022792244300788,3.379502440791613,5.3899375639314755,3.8145774675436797,13.482300447924688,0.0,0.08797934854541709,3.911114539589654,0.0,5.3543577329175625,9.94976812203804,0.0,4.746879487724365,16.169168556522912,3.9877718326336664,5.685704070584047,3.7174588552028447,19.307894870723675,7.530668084436945,4.259217678473295,0.0,14.650928423937211,33.15968679508184,0.0,0.11745387173239635,0.0,0.0,0.0,47.33144586959995,0.18183047780012415,16.326003917529096,28.906076774741482,0.0,35.38014328512211,118.16966947400405,0.0,0.0,0.137802625941073,0.0,0.0,0.0,0.0,0.08239468408358915,0.16938671529121813,50.47939802995256,0.0,0.07308609443759864,0.3371602242419732,0.8429992080304141,8.902527701871703,10.624262611161596,3.390072579121328,16.78766265058058,14.492983659723942,20.388001425279015,25.59240886345488,97.59741246640876,0.0,0.08714306328696772,78.71781481191599,1.4838466068755856,22.23759254118808,80.95384480740299,0.0,51.405289840280666,159.90840278078653
C01026,1.5374766821236032,3.2885644678727015,1.456696982723134,8.644858716813538,2.899284193381948,4.632783697367444,3.2704490357608176,11.651734771446566,0.0,0.0828010554748136,3.3982067832168776,0.0,4.622877200297086,8.638765567240393,0.0,4.143568036614416,14.151118624286577,3.4233736076114165,4.999294765776286,3.2537906988033005,17.000382131679753,6.63000433309669,3.6467590683644584,0.0,13.052707816372273,29.971102258902835,0.0,0.10199592843302971,0.0,0.0,0.0,43.29816345085575,0.1695080684846493,14.66048305155221,26.2756731152543,0.0,32.05386317442999,109.17192874526656,0.0,0.0,0.11220151669813752,0.0,0.0,0.0,0.0,0.07893748202914228,0.16105821878678833,44.26363273857698,0.0,0.07238704754354779,0.32072738157582925,0.8017307915971804,7.656510870505334,9.380351522772983,3.0099530155581626,15.025314811544721,12.819243436519734,18.602769592305414,23.58205870877507,90.89601085289988,0.0,0.0822259532391562,73.97061674542769,1.4201101084877956,19.63437531811566,75.30259712533586,0.0,47.99781681364909,148.68110313109685
