,BBB,BBH,BBW,BHB,BHH,BHW,BWB,BWH,BWW,HBB,HBH,HBW,HHB,HHH,HHW,HWB,HWH,HWW,WBB,WBH,WBW,WHB,WHH,WHW,WWB,WWH,WWW
C10001,1.1582910173349676,0.0,1.5229381894589389,0.0,0.0,0.0,2.368061635440378,0.0,17.841971633689372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1396118427298496,0.0,8.403320087342166,0.0,0.0,0.0,12.41228486566395,0.0,36.050574369685215
C10002,0.26002451409560495,0.0,0.3418840833479251,0.0,0.0,0.0,0.5316056732621257,0.0,4.005340570828226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0122875781536083,0.0,14.838294929000583,0.0,0.0,0.0,21.91718769072193,0.0,63.6568700581829
C10003,0.2836631062861145,0.0,0.37296445456137284,0.0,0.0,0.0,0.5799334617405008,0.0,4.369462440903519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8685527511426363,0.0,13.778416719786255,0.0,0.0,0.0,20.351674284241792,0.0,59.10995076831269
C10004,0.5200490281912099,0.0,0.6837681666958502,0.0,0.0,0.0,1.0632113465242514,0.0,8.010681141656452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8110750952761994,0.0,5.980741323423704,0.0,0.0,0.0,8.833968507995063,0.0,25.657615992839027
C10005,0.2836631062861145,0.0,0.37296445456137284,0.0,0.0,0.0,0.5799334617405008,0.0,4.369462440903519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5605495504048392,0.0,11.507249128612695,0.0,0.0,0.0,16.99700269892721,0.0,49.36655229001939
C10006,0.11819296095254771,0.0,0.15540185606723866,0.0,0.0,0.0,0.24163894239187533,0.0,1.8206093503764664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2833466697408218,0.0,9.463198296556493,0.0,0.0,0.0,13.977798272144089,0.0,40.597493659555425
C10007,0.23638592190509541,0.0,0.31080371213447733,0.0,0.0,0.0,0.48327788478375067,0.0,3.641218700752933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8624089620658322,0.0,6.359269255285964,0.0,0.0,0.0,9.393080438880828,0.0,27.281515739221245
C10008,0.6855191735247768,0.0,0.9013307651899843,0.0,0.0,0.0,1.401505865872877,0.0,10.559534232183506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5441389879701084,0.0,4.012396077739953,0.0,0.0,0.0,5.926586467389093,0.0,17.2133373116515
C10009,0.26002451409560495,0.0,0.3418840833479251,0.0,0.0,0.0,0.5316056732621257,0.0,4.005340570828226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9917540314377553,0.0,14.686883756255678,0.0,0.0,0.0,21.693542918367626,0.0,63.007310159630016
C10010,0.09455436876203817,0.0,0.12432148485379094,0.0,0.0,0.0,0.19331115391350026,0.0,1.4564874803011731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5502827770469125,0.0,11.431543542240245,0.0,0.0,0.0,16.88518031275006,0.0,49.04177234074295
C10011,0.14183155314305726,0.0,0.18648222728068642,0.0,0.0,0.0,0.2899667308702504,0.0,2.1847312204517597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2936134430987483,0.0,9.538903882928945,0.0,0.0,0.0,14.089620658321241,0.0,40.922273608831865
C10012,0.09455436876203817,0.0,0.12432148485379094,0.0,0.0,0.0,0.19331115391350026,0.0,1.4564874803011731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036944109150584,0.0,7.646264223617647,0.0,0.0,0.0,11.294061003892423,0.0,32.80277487692078
C10013,0.42549465942917175,0.0,0.5594466818420593,0.0,0.0,0.0,0.8699001926107511,0.0,6.55419366135528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2833466697408218,0.0,9.463198296556493,0.0,0.0,0.0,13.977798272144089,0.0,40.597493659555425
C10014,0.09455436876203817,0.0,0.12432148485379094,0.0,0.0,0.0,0.19331115391350026,0.0,1.4564874803011731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940176040578847,0.0,12.491421751454572,0.0,0.0,0.0,18.450693719230195,0.0,53.588691630613155
C10015,3.711258973909998,0.0,4.879618280511294,0.0,0.0,0.0,7.587462791104885,0.0,57.16713360182104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1354888584487273,0.0,15.746761965470006,0.0,0.0,0.0,23.259056324847762,0.0,67.55422944950023
C10016,0.11819296095254771,0.0,0.15540185606723866,0.0,0.0,0.0,0.24163894239187533,0.0,1.8206093503764664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2320128029511888,0.0,9.084670364694233,0.0,0.0,0.0,13.418686341258324,0.0,38.973593913173204
C10017,0.3545788828576431,0.0,0.466205568201716,0.0,0.0,0.0,0.724916827175626,0.0,5.461828051129399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.628293979629203,0.0,19.3806301113477,0.0,0.0,0.0,28.626530861351092,0.0,83.1436670147695
C10018,0.42549465942917175,0.0,0.5594466818420593,0.0,0.0,0.0,0.8699001926107511,0.0,6.55419366135528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5030718945384021,0.0,3.7095737322501456,0.0,0.0,0.0,5.479296922680483,0.0,15.914217514545726
C10019,0.3545788828576431,0.0,0.466205568201716,0.0,0.0,0.0,0.724916827175626,0.0,5.461828051129399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6221501905523987,0.0,11.961482646847408,0.0,0.0,0.0,17.667937015990127,0.0,51.315231985678054
C10020,0.3782174750481527,0.0,0.49728593941516375,0.0,0.0,0.0,0.773244615654001,0.0,5.825949921204693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9301533912901958,0.0,14.232650238020966,0.0,0.0,0.0,21.022608601304707,0.0,61.058630463971355
C10021,0.26002451409560495,0.0,0.3418840833479251,0.0,0.0,0.0,0.5316056732621257,0.0,4.005340570828226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.303880216456675,0.0,9.614609469301397,0.0,0.0,0.0,14.201443044498394,0.0,41.24705355810831
C10022,0.07091577657152863,0.0,0.09324111364034321,0.0,0.0,0.0,0.1449833654351252,0.0,1.0923656102258799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5030718945384021,0.0,3.7095737322501456,0.0,0.0,0.0,5.479296922680483,0.0,15.914217514545726
C10023,0.09455436876203817,0.0,0.12432148485379094,0.0,0.0,0.0,0.19331115391350026,0.0,1.4564874803011731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0985447492981433,0.0,8.100497741852358,0.0,0.0,0.0,11.964995320955339,0.0,34.75145457257944
C10024,0.40185606723866224,0.0,0.5283663106286115,0.0,0.0,0.0,0.8215724041323761,0.0,6.190071791279986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1252220850908006,0.0,15.671056379097553,0.0,0.0,0.0,23.14723393867061,0.0,67.22944950022378
C10025,0.26002451409560495,0.0,0.3418840833479251,0.0,0.0,0.0,0.5316056732621257,0.0,4.005340570828226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2874696540219441,0.0,2.1197564184286546,0.0,0.0,0.0,3.131026812960276,0.0,9.093838579740414
C10026,0.23638592190509541,0.0,0.31080371213447733,0.0,0.0,0.0,0.48327788478375067,0.0,3.641218700752933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698140588339007,0.0,5.147979873326733,0.0,0.0,0.0,7.603922260046384,0.0,22.08503655079815
C10027,1.1110138329539485,0.0,1.4607774470320436,0.0,0.0,0.0,2.271406058483628,0.0,17.113727893538783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494744551286399,0.0,5.526507805188992,0.0,0.0,0.0,8.163034190932148,0.0,23.708936297180365
C10028,0.1654701453335668,0.0,0.21756259849413415,0.0,0.0,0.0,0.3382945193486255,0.0,2.548853090527053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4270814967517937,0.0,10.52307650577082,0.0,0.0,0.0,15.543311678624226,0.0,45.14441294942563
C10029,0.2836631062861145,0.0,0.37296445456137284,0.0,0.0,0.0,0.5799334617405008,0.0,4.369462440903519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0882779759402168,0.0,8.024792155479906,0.0,0.0,0.0,11.853172934778186,0.0,34.426674623303
C10030,0.14183155314305726,0.0,0.18648222728068642,0.0,0.0,0.0,0.2899667308702504,0.0,2.1847312204517597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8932092821396119,0.0,6.5863860144033195,0.0,0.0,0.0,9.728547597412286,0.0,28.255855587050576
C10031,0.14183155314305726,0.0,0.18648222728068642,0.0,0.0,0.0,0.2899667308702504,0.0,2.1847312204517597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770008001844493,0.0,5.6779189779338965,0.0,0.0,0.0,8.386678963286453,0.0,24.358496195733252
