,BBB,BBH,BBW,BHB,BHH,BHW,BWB,BWH,BWW,HBB,HBH,HBW,HHB,HHH,HHW,HWB,HWH,HWW,WBB,WBH,WBW,WHB,WHH,WHW,WWB,WWH,WWW
C10001,0.0,4.389083275017494,9.909727081875436,2.3659902029391184,0.4800559832050385,2.9146256123163052,3.7032890132960112,2.331700489853044,0.034289713086074175,9.463035019455253,0.8715953307392996,6.101167315175098,1.1828793774319066,0.0,3.237354085603113,7.09727626459144,2.054474708171206,18.116731517509727,8.581173260572989,2.6753069577080493,0.10095497953615279,3.78581173260573,1.3124147339699865,0.050477489768076395,27.560709413369715,0.050477489768076395,0.20190995907230558
C10002,0.0,0.9853044086773968,2.224632610216935,0.5311406578026592,0.10776766969909027,0.6543037088873338,0.8313505948215536,0.523442967109867,0.007697690692792162,13.366536964980543,1.2311284046692605,8.617898832684826,1.670817120622568,0.0,4.5727626459143975,10.024902723735408,2.9019455252918287,25.58988326848249,15.152341973624376,4.723965438835835,0.17826284674852205,6.684856753069577,2.317417007730787,0.08913142337426103,48.66575716234652,0.08913142337426103,0.3565256934970441
C10003,0.0,1.0748775367389782,2.4268719384184743,0.5794261721483556,0.11756473058082575,0.7137858642407278,0.906927921623513,0.5710286913925823,0.008397480755773267,13.011673151750973,1.198443579766537,8.38910505836576,1.6264591439688716,0.0,4.45136186770428,9.75875486381323,2.8249027237354083,24.910505836575876,14.070031832651207,4.386539336061847,0.16552978626648476,6.207366984993179,2.151887221464302,0.08276489313324238,45.18963165075034,0.08276489313324238,0.3310595725329695
C10004,0.0,1.9706088173547935,4.44926522043387,1.0622813156053184,0.21553533939818054,1.3086074177746676,1.6627011896431072,1.046885934219734,0.015395381385584325,10.645914396887159,0.980544747081712,6.863813229571985,1.3307392996108949,0.0,3.6420233463035023,7.98443579766537,2.311284046692607,20.381322957198442,6.107321509777172,1.9040472942246476,0.07185084129149613,2.6944065484311053,0.9340609367894498,0.035925420645748066,19.615279672578446,0.035925420645748066,0.14370168258299226
C10005,0.0,1.0748775367389782,2.4268719384184743,0.5794261721483556,0.11756473058082575,0.7137858642407278,0.906927921623513,0.5710286913925823,0.008397480755773267,10.527626459143969,0.9696498054474708,6.7875486381322965,1.315953307392996,0.0,3.601556420233463,7.895719844357977,2.285603112840467,20.15486381322957,11.750795816280128,3.6634834015461575,0.13824465666211913,5.184174624829468,1.797180536607549,0.06912232833105957,37.74079126875853,0.06912232833105957,0.27648931332423826
C10006,0.0,0.4478656403079076,1.0111966410076976,0.24142757172848145,0.0489853044086774,0.2974107767669699,0.37788663400979705,0.23792862141357593,0.003498950314905528,12.893385214007782,1.1875486381322957,8.31284046692607,1.6116731517509728,0.0,4.410894941634242,9.670038910505838,2.7992217898832683,24.684046692607005,9.663483401546157,3.0127330604820375,0.11368804001819008,4.263301500682128,1.4779445202364712,0.05684402000909504,31.036834924965895,0.05684402000909504,0.22737608003638016
C10007,0.0,0.8957312806158152,2.022393282015395,0.4828551434569629,0.0979706088173548,0.5948215535339398,0.7557732680195941,0.47585724282715186,0.006997900629811056,12.183657587548637,1.1221789883268483,7.855252918287938,1.5229571984435797,0.0,4.168093385214008,9.13774319066148,2.645136186770428,23.325291828793773,6.493860845839018,2.0245566166439293,0.07639836289222374,2.8649386084583903,0.9931787175989086,0.03819918144611187,20.85675306957708,0.03819918144611187,0.15279672578444747
C10008,0.0,2.5976207137858642,5.864940517844646,1.4002799160251924,0.2841147655703289,1.7249825052484256,2.191742477256823,1.3799860041987404,0.020293911826452064,5.559533073929961,0.5120622568093385,3.58443579766537,0.6949416342412451,0.0,1.901945525291829,4.169649805447471,1.2070038910505836,10.643579766536964,4.0973169622555705,1.2773988176443838,0.04820372896771259,1.8076398362892223,0.6266484765802638,0.024101864483856296,13.15961800818554,0.024101864483856296,0.09640745793542518
C10009,0.0,0.9853044086773968,2.224632610216935,0.5311406578026592,0.10776766969909027,0.6543037088873338,0.8313505948215536,0.523442967109867,0.007697690692792162,15.495719844357977,1.4272373540856031,9.990661478599222,1.936964980544747,0.0,5.301167315175097,11.621789883268484,3.3642023346303502,29.66614785992218,14.997726239199636,4.675761709868122,0.176443838108231,6.616643929058663,2.2937698954070034,0.0882219190541155,48.16916780354707,0.0882219190541155,0.352887676216462
C10010,0.0,0.3582925122463261,0.8089573128061581,0.19314205738278517,0.03918824352694192,0.23792862141357593,0.30230930720783766,0.19034289713086075,0.0027991602519244225,21.5284046692607,1.9828793774319065,13.880155642023347,2.6910505836575873,0.0,7.364980544747082,16.146303501945525,4.6739299610894935,41.21556420233463,11.67348794906776,3.639381537062301,0.13733515234197363,5.150068212824011,1.7853569804456573,0.06866757617098682,37.4924965893588,0.06866757617098682,0.27467030468394726
