,BBB,BBH,BBW,BHB,BHH,BHW,BWB,BWH,BWW,HBB,HBH,HBW,HHB,HHH,HHW,HWB,HWH,HWW,WBB,WBH,WBW,WHB,WHH,WHW,WWB,WWH,WWW
C10001,0.0,0.3602941176470588,1.0808823529411766,9.367647058823529,0.0,0.3602941176470588,0.7205882352941176,0.3602941176470588,5.404411764705882,2.7923211169284468,0.0,0.13961605584642234,0.0,0.0,0.0,0.6980802792321117,0.0,34.76439790575916,0.039389638041163945,0.15755855216465578,0.6696238466997871,5.435770049680625,0.0,12.36834634492548,0.039389638041163945,13.392476933995741,0.11816891412349184
C10002,0.0,0.08088235294117647,0.24264705882352944,2.102941176470588,0.0,0.08088235294117647,0.16176470588235295,0.08088235294117647,1.213235294117647,3.944153577661431,0.0,0.19720767888307156,0.0,0.0,0.0,0.9860383944153578,0.0,49.10471204188482,0.0695528743789922,0.2782114975159688,1.1823988644428673,9.598296664300923,0.0,21.839602555003548,0.0695528743789922,23.647977288857348,0.20865862313697658
C10003,0.0,0.08823529411764705,0.2647058823529412,2.2941176470588234,0.0,0.08823529411764705,0.1764705882352941,0.08823529411764705,1.3235294117647058,3.839441535776614,0.0,0.19197207678883071,0.0,0.0,0.0,0.9598603839441535,0.0,47.80104712041885,0.0645848119233499,0.2583392476933996,1.0979418026969483,8.912704045422284,0.0,20.279630943931867,0.0645848119233499,21.958836053938963,0.19375443577004967
C10004,0.0,0.16176470588235295,0.4852941176470589,4.205882352941176,0.0,0.16176470588235295,0.3235294117647059,0.16176470588235295,2.426470588235294,3.141361256544503,0.0,0.15706806282722513,0.0,0.0,0.0,0.7853403141361257,0.0,39.10994764397906,0.028034066713981547,0.11213626685592619,0.4765791341376863,3.8687012065294533,0.0,8.802696948190206,0.028034066713981547,9.531582682753726,0.08410220014194464
C10005,0.0,0.08823529411764705,0.2647058823529412,2.2941176470588234,0.0,0.08823529411764705,0.1764705882352941,0.08823529411764705,1.3235294117647058,3.106457242582897,0.0,0.15532286212914487,0.0,0.0,0.0,0.7766143106457243,0.0,38.675392670157066,0.0539389638041164,0.2157558552164656,0.9169623846699787,7.443577004968063,0.0,16.93683463449255,0.0539389638041164,18.339247693399575,0.16181689141234917
C10006,0.0,0.03676470588235294,0.11029411764705883,0.9558823529411764,0.0,0.03676470588235294,0.07352941176470588,0.03676470588235294,0.5514705882352942,3.804537521815009,0.0,0.19022687609075045,0.0,0.0,0.0,0.9511343804537522,0.0,47.36649214659686,0.04435770049680625,0.177430801987225,0.7540809084457062,6.121362668559262,0.0,13.92831795599716,0.04435770049680625,15.081618168914124,0.13307310149041873
C10007,0.0,0.07352941176470588,0.22058823529411767,1.9117647058823528,0.0,0.07352941176470588,0.14705882352941177,0.07352941176470588,1.1029411764705883,3.595113438045375,0.0,0.17975567190226877,0.0,0.0,0.0,0.8987783595113438,0.0,44.75916230366492,0.0298083747338538,0.1192334989354152,0.5067423704755146,4.113555713271824,0.0,9.359829666430093,0.0298083747338538,10.134847409510291,0.08942512420156139
C10008,0.0,0.21323529411764705,0.6397058823529412,5.544117647058823,0.0,0.21323529411764705,0.4264705882352941,0.21323529411764705,3.1985294117647056,1.6404886561954624,0.0,0.08202443280977313,0.0,0.0,0.0,0.4101221640488656,0.0,20.42408376963351,0.01880766501064585,0.0752306600425834,0.31973030518097945,2.595457771469127,0.0,5.905606813342796,0.01880766501064585,6.394606103619589,0.056422995031937546
C10009,0.0,0.08088235294117647,0.24264705882352944,2.102941176470588,0.0,0.08088235294117647,0.16176470588235295,0.08088235294117647,1.213235294117647,4.5724258289703315,0.0,0.2286212914485166,0.0,0.0,0.0,1.1431064572425829,0.0,56.92670157068063,0.0688431511710433,0.2753726046841732,1.170333569907736,9.500354861603974,0.0,21.616749467707592,0.0688431511710433,23.40667139815472,0.20652945351312987
C10010,0.0,0.029411764705882353,0.08823529411764706,0.7647058823529411,0.0,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.4411764705882353,6.352530541012216,0.0,0.31762652705061084,0.0,0.0,0.0,1.588132635253054,0.0,79.0890052356021,0.053584102200141946,0.21433640880056778,0.9109297374024131,7.394606103619588,0.0,16.82540809084457,0.053584102200141946,18.21859474804826,0.16075230660042583
