,WWW,WWB,WWH,WBW,WBB,WBH,WHW,WHB,WHH,BWW,BWB,BWH,BBW,BBB,BBH,BHW,BHB,BHH,HWW,HWB,HWH,HBW,HBB,HBH,HHW,HHB,HHH
C02016,18.837237058033715,6.485698398274857,0,4.390924009602213,0.5954728547597413,0,0,0,0,47.33584310978813,6.282612502188758,0,4.0404482577482055,3.0730169847662405,0,0,0,0,0,0,0,0,0,0,0,0,0
C02017,32.15321497836789,11.070416231538118,0,7.494853050872743,1.0164105624347308,0,0,0,0,84.84039572754334,11.26037471546139,0,7.2417264927333225,5.507791980388723,0,0,0,0,0,0,0,0,0,0,0,0,0
C02018,43.845293152319854,15.096022133915616,0,10.220254160281014,1.3860144033200874,0,0,0,0,42.96638066888461,5.702679040448258,0,3.6674838031868324,2.789353878480126,0,0,0,0,0,0,0,0,0,0,0,0,0
C02019,51.315231985678054,17.667937015990127,0,11.961482646847408,1.6221501905523987,0,0,0,0,37.50455261775521,4.977762213272632,0,3.2012782349851165,2.4347749956224827,0,0,0,0,0,0,0,0,0,0,0,0,0
C02020,32.15321497836789,11.070416231538118,0,7.494853050872743,1.0164105624347308,0,0,0,0,37.8686744878305,5.026090001751006,0,3.2323586061985643,2.4584135878129922,0,0,0,0,0,0,0,0,0,0,0,0,0
C02021,23.384156347903925,8.051211804754995,0,5.45080221881654,0.7392076817707133,0,0,0,0,71.0037646646822,9.423918753283138,0,6.060672386622308,4.609525477149361,0,0,0,0,0,0,0,0,0,0,0,0,0
C02022,53.588691630613155,18.450693719230195,0,12.491421751454572,1.6940176040578847,0,0,0,0,48.7923305900893,6.475923656102259,0,4.1647697426019965,3.167571353528279,0,0,0,0,0,0,0,0,0,0,0,0,0
C02023,59.10995076831269,20.351674284241792,0,13.778416719786255,1.8685527511426363,0,0,0,0,27.67326212572229,3.672911924356505,0,2.3621082122220276,1.7965330064787253,0,0,0,0,0,0,0,0,0,0,0,0,0
C02024,45.14441294942563,15.543311678624226,0,10.52307650577082,1.4270814967517937,0,0,0,0,43.3305025389599,5.7510068289266325,0,3.69856417440028,2.8129924706706353,0,0,0,0,0,0,0,0,0,0,0,0,0
C02025,30.204535282709234,10.399481914475201,0,7.040619532638031,0.9548099222871713,0,0,0,0,61.172474172649274,8.119068464367011,0,5.221502363859219,3.971283488005603,0,0,0,0,0,0,0,0,0,0,0,0,0
C02026,39.62315381172609,13.64233111361263,0,9.236081537439137,1.252546349667042,0,0,0,0,35.31982139730345,4.6877954824023815,0,3.01479600770443,2.2929434424794257,0,0,0,0,0,0,0,0,0,0,0,0,0
C02027,51.315231985678054,17.667937015990127,0,11.961482646847408,1.6221501905523987,0,0,0,0,35.683943267378744,4.736123270880756,0,3.0458763789178778,2.3165820346699353,0,0,0,0,0,0,0,0,0,0,0,0,0
C02028,40.922273608831865,14.089620658321241,0,9.538903882928945,1.2936134430987483,0,0,0,0,47.699964979863424,6.330940290667134,0,4.071528628961653,3.09665557695675,0,0,0,0,0,0,0,0,0,0,0,0,0
C02029,52.28957183350738,18.003404174521584,0,12.188599405964764,1.6529505106261784,0,0,0,0,34.22745578707757,4.542812116967256,0,2.921554894064087,2.222027665907897,0,0,0,0,0,0,0,0,0,0,0,0,0
C02030,42.87095330449053,14.760554975384157,0,9.993137401163658,1.3552140832463078,0,0,0,0,28.401505865872878,3.7695675013132552,0,2.424268954648923,1.8438101908597442,0,0,0,0,0,0,0,0,0,0,0,0,0
C02031,72.75070863792331,25.048214503682207,0,16.958051347429237,2.2997572321755526,0,0,0,0,44.42286814918578,5.895990194361758,0,3.7918052880406234,2.883908247242164,0,0,0,0,0,0,0,0,0,0,0,0,0
C02032,22.734596449351038,7.827567032400689,0,5.299391046071636,0.7186741350548601,0,0,0,0,28.401505865872878,3.7695675013132552,0,2.424268954648923,1.8438101908597442,0,0,0,0,0,0,0,0,0,0,0,0,0
C02033,82.16932716694018,28.291063702819635,0,19.153513352230345,2.597493659555423,0,0,0,0,67.72666783400454,8.988968656977763,0,5.780949045701279,4.396778147434775,0,0,0,0,0,0,0,0,0,0,0,0,0
C02034,66.90466955094733,23.035411552493457,0,15.595350792725101,2.1149553117328743,0,0,0,0,32.4068464367011,4.301173174575381,0,2.7661530379968484,2.103834704955349,0,0,0,0,0,0,0,0,0,0,0,0,0
C02035,41.89661345666119,14.425087816852699,0,9.766020642046302,1.324413763172528,0,0,0,0,43.69462440903519,5.799334617405008,0,3.729644545613728,2.836631062861145,0,0,0,0,0,0,0,0,0,0,0,0,0
C02036,48.716992391466505,16.773357926572906,0,11.355837955867793,1.540016003688986,0,0,0,0,41.87401505865873,5.557695675013132,0,3.5742426895464896,2.7184381019085975,0,0,0,0,0,0,0,0,0,0,0,0,0
C02037,58.460390869759806,20.128029511887487,0,13.627005547041351,1.8480192044267834,0,0,0,0,34.955699527228155,4.639467693924006,0,2.9837156364909827,2.269304850288916,0,0,0,0,0,0,0,0,0,0,0,0,0
C02038,60.08429061614203,20.68714144277325,0,14.00553347890361,1.8993530712164162,0,0,0,0,30.950358956399928,4.10786202066188,0,2.6418315531430574,2.009280336193311,0,0,0,0,0,0,0,0,0,0,0,0,0
C02039,41.57183350738475,14.313265430675546,0,9.69031505567385,1.3141469898146014,0,0,0,0,28.76562773594817,3.8178952897916303,0,2.455349325862371,1.8674487830502537,0,0,0,0,0,0,0,0,0,0,0,0,0
C02040,37.99925406534388,13.083219182726866,0,8.857553605576879,1.2012124828774091,0,0,0,0,40.05340570828226,5.3160567326212576,0,3.418840833479251,2.6002451409560496,0,0,0,0,0,0,0,0,0,0,0,0,0
C02041,32.15321497836789,11.070416231538118,0,7.494853050872743,1.0164105624347308,0,0,0,0,30.950358956399928,4.10786202066188,0,2.6418315531430574,2.009280336193311,0,0,0,0,0,0,0,0,0,0,0,0,0
C02042,35.725794420408775,12.300462479486798,0,8.327614500969714,1.1293450693719231,0,0,0,0,41.14577131850814,5.461040098056382,0,3.512081947119594,2.6711609175275783,0,0,0,0,0,0,0,0,0,0,0,0,0
C02043,62.68253021035357,21.581720532190474,0,14.611178169883226,1.9814872580798286,0,0,0,0,41.87401505865873,5.557695675013132,0,3.5742426895464896,2.7184381019085975,0,0,0,0,0,0,0,0,0,0,0,0,0
C02044,30.85409518126212,10.623126686829506,0,7.192030705382935,0.9753434690030245,0,0,0,0,24.39616529504465,3.2379618280511293,0,2.0823848713009983,1.5837856767641394,0,0,0,0,0,0,0,0,0,0,0,0,0
C02045,40.597493659555425,13.977798272144089,0,9.463198296556493,1.2833466697408218,0,0,0,0,54.618280511293996,7.24916827175626,0,4.66205568201716,3.5457888285764314,0,0,0,0,0,0,0,0,0,0,0,0,0
C02046,21.11069670296882,7.268455101514926,0,4.920863114209377,0.6673402682652273,0,0,0,0,21.483190334442305,2.851339520224129,0,1.8337419015934162,1.394676939240063,0,0,0,0,0,0,0,0,0,0,0,0,0
C03001,17.862897210204387,6.150231239743399,0,4.163807250484857,0.5646725346859616,0,0,0,0,118.70372964454562,15.75485904395027,0,10.132201015583961,7.706181054106111,0,0,0,0,0,0,0,0,0,0,0,0,0
C03002,21.435476652245264,7.380277487692078,0,4.996568700581829,0.6776070416231539,0,0,0,0,133.63272631763263,17.73629837156365,0,11.406496235335318,8.675363333917002,0,0,0,0,0,0,0,0,0,0,0,0,0
C03003,19.811576905863046,6.821165556806315,0,4.618040768719569,0.626273174833521,0,0,0,0,77.55795832603746,10.29381894589389,0,6.620119068464367,5.035020136578533,0,0,0,0,0,0,0,0,0,0,0,0,0
C03004,14.615097717439951,5.032007377971872,0,3.406751386760338,0.46200480110669584,0,0,0,0,112.87777972334092,14.98161442829627,0,9.634915076168797,7.3279635790579585,0,0,0,0,0,0,0,0,0,0,0,0,0
C03005,10.068178427569745,3.466493971491734,0,2.3468731775460103,0.3182699740957238,0,0,0,0,54.98240238136928,7.297496060234635,0,4.6931360532306075,3.569427420766941,0,0,0,0,0,0,0,0,0,0,0,0,0
C03006,55.21259137699538,19.00980565011596,0,12.86994968331683,1.7453514708475175,0,0,0,0,64.8136928734022,8.602346349150762,0,5.532306075993697,4.207669409910698,0,0,0,0,0,0,0,0,0,0,0,0,0
C03007,13.965537818887066,4.808362605617567,0,3.2553402140154337,0.44147125439084267,0,0,0,0,75.737348975661,10.052180003502013,0,6.464717212397129,4.9168271756259845,0,0,0,0,0,0,0,0,0,0,0,0,0
C03008,10.392958376846188,3.5783163576688866,0,2.4225787639184624,0.32853674745365036,0,0,0,0,69.91139905445631,9.278935387848012,0,5.967431272981965,4.538609700577832,0,0,0,0,0,0,0,0,0,0,0,0,0
C03009,12.016858123228404,4.13742828855465,0,2.8011066957807222,0.3798706142432832,0,0,0,0,96.12817369987742,12.758536158291017,0,8.205218000350202,6.240588338294519,0,0,0,0,0,0,0,0,0,0,0,0,0
C03010,7.145158884081754,2.4600924958973596,0,1.665522900193943,0.22586901387438463,0,0,0,0,37.50455261775521,4.977762213272632,0,3.2012782349851165,2.4347749956224827,0,0,0,0,0,0,0,0,0,0,0,0,0
C03011,12.991197971057735,4.472895447086108,0,3.028223454898078,0.4106709343170629,0,0,0,0,86.2968832078445,11.45368586937489,0,7.366047977587113,5.6023463491507615,0,0,0,0,0,0,0,0,0,0,0,0,0
C03012,14.290317768163508,4.920184991794719,0,3.331045800387886,0.45173802774876926,0,0,0,0,117.24724216424444,15.56154789003677,0,10.00787953073017,7.611626685344072,0,0,0,0,0,0,0,0,0,0,0,0,0
C03013,39.94793376100254,13.754153499789783,0,9.31178712381159,1.2628131230249686,0,0,0,0,78.28620206618805,10.390474522850639,0,6.682279810891263,5.082297320959552,0,0,0,0,0,0,0,0,0,0,0,0,0
C03014,25.332836043562583,8.72214612181791,0,5.905035737051252,0.8008083219182728,0,0,0,0,70.6396427946069,9.375590964804763,0,6.02959201540886,4.585886884958851,0,0,0,0,0,0,0,0,0,0,0,0,0
C03015,5.521259137699538,1.900980565011596,0,1.2869949683316833,0.17453514708475176,0,0,0,0,26.945018385571704,3.5762563473997546,0,2.2999474697951325,1.7492558220977061,0,0,0,0,0,0,0,0,0,0,0,0,0
C03016,11.692078173951963,4.025605902377498,0,2.72540110940827,0.36960384088535664,0,0,0,0,74.64498336543512,9.907196638066889,0,6.371476098756785,4.845911399054456,0,0,0,0,0,0,0,0,0,0,0,0,0
C03017,28.90541548560346,9.95219236976659,0,6.737797187148224,0.9137428288554651,0,0,0,0,79.37856767641394,10.535457888285764,0,6.775520924531606,5.15321309753108,0,0,0,0,0,0,0,0,0,0,0,0,0
C03018,25.657615992839027,8.833968507995063,0,5.980741323423704,0.8110750952761994,0,0,0,0,103.046489231308,13.676764139380143,0,8.795745053405708,6.689721589914201,0,0,0,0,0,0,0,0,0,0,0,0,0
C03019,59.43473071758914,20.463496670418944,0,13.854122306158708,1.878819524500563,0,0,0,0,56.07476799159517,7.44247942566976,0,4.786377166870951,3.6403431973384697,0,0,0,0,0,0,0,0,0,0,0,0,0
C03020,13.640757869610622,4.696540219440414,0,3.179634627642982,0.4312044810329161,0,0,0,0,97.9487830502539,13.000175100682892,0,8.36061985641744,6.358781299247067,0,0,0,0,0,0,0,0,0,0,0,0,0
C03021,42.54617335521408,14.648732589207004,0,9.917431814791206,1.344947309888381,0,0,0,0,72.82437401505865,9.665557695675012,0,6.216074242689547,4.727718438101909,0,0,0,0,0,0,0,0,0,0,0,0,0
C03022,35.40101447113233,12.188640093309646,0,8.251908914597262,1.1190782960139964,0,0,0,0,78.65032393626335,10.438802311329015,0,6.713360182104711,5.105935913150061,0,0,0,0,0,0,0,0,0,0,0,0,0
C03023,11.042518275399075,3.801961130023192,0,2.5739899366633665,0.3490702941695035,0,0,0,0,72.46025214498336,9.617229907196638,0,6.184993871476099,4.704079845911399,0,0,0,0,0,0,0,0,0,0,0,0,0
C03024,16.23899746382217,5.591119308857635,0,3.7852793186225977,0.5133386678963286,0,0,0,0,72.09613027490808,9.568902118718263,0,6.153913500262651,4.68044125372089,0,0,0,0,0,0,0,0,0,0,0,0,0
C03025,72.75070863792331,25.048214503682207,0,16.958051347429237,2.2997572321755526,0,0,0,0,74.64498336543512,9.907196638066889,0,6.371476098756785,4.845911399054456,0,0,0,0,0,0,0,0,0,0,0,0,0
C03026,53.588691630613155,18.450693719230195,0,12.491421751454572,1.6940176040578847,0,0,0,0,82.65566450709157,10.970407984591139,0,7.055244265452636,5.365960427245666,0,0,0,0,0,0,0,0,0,0,0,0,0
C03027,48.06743249291362,16.5497131542186,0,11.204426783122889,1.5194824569731329,0,0,0,0,70.6396427946069,9.375590964804763,0,6.02959201540886,4.585886884958851,0,0,0,0,0,0,0,0,0,0,0,0,0
C03028,10.068178427569745,3.466493971491734,0,2.3468731775460103,0.3182699740957238,0,0,0,0,82.29154263701628,10.922080196112764,0,7.024163894239188,5.342321835055157,0,0,0,0,0,0,0,0,0,0,0,0,0
C03029,14.290317768163508,4.920184991794719,0,3.331045800387886,0.45173802774876926,0,0,0,0,77.92208019611276,10.342146734372264,0,6.651199439677815,5.058658728769042,0,0,0,0,0,0,0,0,0,0,0,0,0
C03030,9.093838579740414,3.131026812960276,0,2.1197564184286546,0.2874696540219441,0,0,0,0,88.84573629837156,11.791980388723516,0,7.583610576081247,5.767816494484328,0,0,0,0,0,0,0,0,0,0,0,0,0
C03031,11.367298224675519,3.9137835162003447,0,2.649695523035818,0.35933706752743005,0,0,0,0,106.32358606198564,14.111714235685518,0,9.07546839432674,6.902468919628786,0,0,0,0,0,0,0,0,0,0,0,0,0
C03032,33.77711472475011,11.629528162423881,0,7.873380982735003,1.0677444292243636,0,0,0,0,75.37322710558571,10.003852215023638,0,6.433636841183681,4.893188583435475,0,0,0,0,0,0,0,0,0,0,0,0,0
C03033,28.255855587050576,9.728547597412286,0,6.5863860144033195,0.8932092821396119,0,0,0,0,72.46025214498336,9.617229907196638,0,6.184993871476099,4.704079845911399,0,0,0,0,0,0,0,0,0,0,0,0,0
C03034,30.204535282709234,10.399481914475201,0,7.040619532638031,0.9548099222871713,0,0,0,0,77.92208019611276,10.342146734372264,0,6.651199439677815,5.058658728769042,0,0,0,0,0,0,0,0,0,0,0,0,0
C03035,9.743398478293301,3.354671585314581,0,2.2711675911735583,0.3080032007377972,0,0,0,0,36.412187007529326,4.832778847837506,0,3.1080371213447733,2.3638592190509544,0,0,0,0,0,0,0,0,0,0,0,0,0
