,WWW,WWB,WWH,WBW,WBB,WBH,WHW,WHB,WHH,BWW,BWB,BWH,BBW,BBB,BBH,BHW,BHB,BHH,HWW,HWB,HWH,HBW,HBB,HBH,HHW,HHB,HHH
C01001,0.05855216465578424,0.01951738821859475,6.635911994322214,0.3317955997161107,0.01951738821859475,0.078069552874379,6.128459900638751,2.693399574166075,0,23.051470588235293,3.0735294117647056,1.5367647058823528,4.610294117647059,0,1.5367647058823528,1.5367647058823528,39.955882352941174,0,22.162303664921467,0.4450261780104712,0,0.08900523560209424,1.7801047120418847,0,0,0,0
C01002,0.05429382540809084,0.01809794180269695,6.153300212916962,0.3076650106458481,0.01809794180269695,0.0723917672107878,5.682753726046841,2.497515968772179,0,16.433823529411764,2.191176470588235,1.0955882352941175,3.2867647058823533,0,1.0955882352941175,1.0955882352941175,28.485294117647058,0,18.25130890052356,0.36649214659685864,0,0.07329842931937174,1.4659685863874345,0,0,0,0
C01003,0.07877927608232789,0.0262597586941093,8.928317955997162,0.4464158977998581,0.0262597586941093,0.1050390347764372,8.24556422995032,3.623846699787083,0,20.40441176470588,2.7205882352941178,1.3602941176470589,4.080882352941177,0,1.3602941176470589,1.3602941176470589,35.36764705882353,0,10.863874345549739,0.2181500872600349,0,0.04363001745200698,0.8726003490401396,0,0,0,0
C01004,0.10113555713271824,0.03371185237757275,11.462029808374734,0.5731014904187367,0.03371185237757275,0.134847409510291,10.585521646557842,4.652235628105039,0,17.53676470588235,2.338235294117647,1.1691176470588236,3.507352941176471,0,1.1691176470588236,1.1691176470588236,30.39705882352941,0,16.94764397905759,0.3403141361256544,0,0.06806282722513089,1.3612565445026177,0,0,0,0
C01005,0.0745209368346345,0.0248403122782115,8.445706174591908,0.42228530872959547,0.0248403122782115,0.099361249112846,7.79985805535841,3.4279630943931867,0,19.301470588235293,2.573529411764706,1.286764705882353,3.860294117647059,0,1.286764705882353,1.286764705882353,33.455882352941174,0,12.167539267015707,0.2443280977312391,0,0.04886561954624782,0.9773123909249564,0,0,0,0
C01006,0.0936834634492548,0.0312278211497516,10.617459190915543,0.5308729595457772,0.0312278211497516,0.1249112845990064,9.805535841022001,4.309439318665721,0,14.88970588235294,1.9852941176470589,0.9926470588235294,2.9779411764705883,0,0.9926470588235294,0.9926470588235294,25.808823529411764,0,24.769633507853403,0.4973821989528796,0,0.09947643979057592,1.9895287958115184,0,0,0,0
C01007,0.04045422285308729,0.0134847409510291,4.584811923349894,0.22924059616749468,0.0134847409510291,0.0539389638041164,4.234208658623137,1.8608942512420157,0,15.992647058823529,2.1323529411764706,1.0661764705882353,3.198529411764706,0,1.0661764705882353,1.0661764705882353,27.720588235294116,0,18.68586387434555,0.37521815008726,0,0.07504363001745201,1.50087260034904,0,0,0,0
C01008,0.07877927608232789,0.0262597586941093,8.928317955997162,0.4464158977998581,0.0262597586941093,0.1050390347764372,8.24556422995032,3.623846699787083,0,16.544117647058822,2.2058823529411766,1.1029411764705883,3.308823529411765,0,1.1029411764705883,1.1029411764705883,28.676470588235293,0,18.68586387434555,0.37521815008726,0,0.07504363001745201,1.50087260034904,0,0,0,0
C01009,0.08090844570617459,0.0269694819020582,9.169623846699787,0.45848119233498935,0.0269694819020582,0.1078779276082328,8.468417317246274,3.7217885024840314,0,13.676470588235293,1.8235294117647058,0.9117647058823529,2.735294117647059,0,0.9117647058823529,0.9117647058823529,23.705882352941174,0,30.85340314136126,0.6195462478184991,0,0.12390924956369982,2.4781849912739964,0,0,0,0
C01010,0.06919801277501775,0.023066004258339247,7.842441447835345,0.3921220723917672,0.023066004258339247,0.09226401703335699,7.242725337118523,3.1831085876508163,0,17.86764705882353,2.3823529411764706,1.1911764705882353,3.573529411764706,0,1.1911764705882353,1.1911764705882353,30.970588235294116,0,16.94764397905759,0.3403141361256544,0,0.06806282722513089,1.3612565445026177,0,0,0,0
C01011,0.07558552164655784,0.025195173882185947,8.566359119943222,0.4283179559971611,0.025195173882185947,0.10078069552874379,7.911284599006387,3.4769339957416605,0,22.941176470588236,3.0588235294117645,1.5294117647058822,4.588235294117648,0,1.5294117647058822,1.5294117647058822,39.76470588235294,0,12.167539267015707,0.2443280977312391,0,0.04886561954624782,0.9773123909249564,0,0,0,0
C01012,0.0766501064584812,0.0255500354861604,8.687012065294535,0.4343506032647268,0.0255500354861604,0.1022001419446416,8.022711142654364,3.5259048970901348,0,24.044117647058822,3.2058823529411766,1.6029411764705883,4.808823529411765,0,1.6029411764705883,1.6029411764705883,41.67647058823529,0,25.638743455497384,0.5148342059336823,0,0.10296684118673648,2.0593368237347294,0,0,0,0
C01013,0.039389638041163945,0.01312987934705465,4.464158977998581,0.22320794889992904,0.01312987934705465,0.0525195173882186,4.12278211497516,1.8119233498935414,0,10.477941176470589,1.3970588235294117,0.6985294117647058,2.0955882352941178,0,0.6985294117647058,0.6985294117647058,18.16176470588235,0,6.952879581151833,0.13961605584642234,0,0.027923211169284468,0.5584642233856894,0,0,0,0
